system:index,NDVI,Relative Humidity,Soil Moisture,Temperature_2m,Wind Speed,fire_occurrence,.geo
245,0.21631686389446259,92.62617010017306,0.22123641303470132,272.0224122930092,1.8503338416126573,3929.0,"{""type"":""Point"",""coordinates"":[-110.39464624711773,59.91090586292222]}"
251,0.21858766674995422,91.2094040138796,0.27689054302637894,275.04702329351,1.5583868081433982,9606.0,"{""type"":""Point"",""coordinates"":[-117.41015621503708,58.0967959731471]}"
255,0.18703709542751312,91.69418694112235,0.5433369349512,274.002532551834,1.5143265129491996,402.0,"{""type"":""Point"",""coordinates"":[-113.06834250234282,58.54028751051615]}"
258,0.22363749146461487,91.59136101087643,0.6011378998521977,276.43891498238753,1.8240881659520336,1683.0,"{""type"":""Point"",""coordinates"":[-114.67829353279267,54.60018719350988]}"
268,0.20869062840938568,91.65009602453968,0.18819812727476218,274.02032993918266,1.464565106410684,2180.0,"{""type"":""Point"",""coordinates"":[-113.75734565117745,58.49623993390282]}"
277,0.06799473613500595,92.24629471947075,0.6100276753129409,272.5554441845567,1.5514135620535607,529.0,"{""type"":""Point"",""coordinates"":[-114.62159173830354,58.91236499035913]}"
286,0.23725952208042145,92.13529957706002,0.3388315523215767,275.5321854295658,1.654473507119325,456.0,"{""type"":""Point"",""coordinates"":[-116.24024540577057,54.11552730740486]}"
287,0.22843243181705475,92.06375962165696,0.2152192987417729,274.3737053083913,1.6138988541550923,345.0,"{""type"":""Point"",""coordinates"":[-111.80027021965262,58.1137417270922]}"
309,0.1727822870016098,92.49764615662032,0.1958517801445463,273.66407950651785,2.3108439252477826,1324.0,"{""type"":""Point"",""coordinates"":[-110.32917220987117,58.723213801567624]}"
316,0.20799614489078522,92.27070445519358,0.2920552312935338,275.7135148958286,1.870773298739188,6644.0,"{""type"":""Point"",""coordinates"":[-115.36672850535557,56.05258100845006]}"
327,0.18158839643001556,91.50421875012019,0.621852063272969,276.7242923876468,1.471030033341986,340.0,"{""type"":""Point"",""coordinates"":[-115.53687666274857,52.85019322219205]}"
340,0.24266913533210754,92.24337637528862,0.34170876326293126,273.8190550957603,1.7352870453194278,1079.0,"{""type"":""Point"",""coordinates"":[-115.84280821053181,57.422574021191494]}"
357,0.1833217889070511,92.39254591779397,0.3484684082260346,273.99880512196,1.7796358184631194,954.0,"{""type"":""Point"",""coordinates"":[-113.96147821878829,57.1161118128815]}"
360,0.2217700332403183,91.89886222161208,0.4976800515185021,273.0318921483357,1.4566011001093226,2507.0,"{""type"":""Point"",""coordinates"":[-116.99726741643406,59.578870957429224]}"
385,0.2312401980161667,91.20259268397578,0.48984038585531364,277.05741445092883,1.6000309678178215,565.0,"{""type"":""Point"",""coordinates"":[-118.4909437186909,54.866078613662744]}"
390,0.2219197005033493,91.29882810452128,0.321168643908459,275.31412176052766,1.7108853884330648,180.0,"{""type"":""Point"",""coordinates"":[-117.66053220127164,57.06668136246759]}"
407,0.17701789736747742,92.04326492859434,0.3242045501057365,275.68381194605956,1.9356852692006523,1179.0,"{""type"":""Point"",""coordinates"":[-116.31428807850634,56.14038787169066]}"
422,0.1657712757587433,91.82587044332836,0.5329652713134573,273.6633414209278,1.6026801632599996,240.66666666666666,"{""type"":""Point"",""coordinates"":[-112.95192698781504,58.76817345888966]}"
430,0.14114691317081451,91.54196998462437,0.2876592330599293,274.7318905228338,1.5455084287821652,646.6666666666666,"{""type"":""Point"",""coordinates"":[-114.16205417715503,58.116093678399366]}"
431,0.21775950491428375,91.4883586283801,0.5705346100499508,274.7787351611213,1.7632522680509395,564.0,"{""type"":""Point"",""coordinates"":[-119.71014444614892,58.120585715923035]}"
432,0.21002687513828278,92.25122827279122,0.5260829785869083,272.7221544633228,1.6739975247668681,2056.0,"{""type"":""Point"",""coordinates"":[-114.6213993474615,59.679774674026085]}"
435,0.2044806331396103,91.82071410246178,0.39507736120141224,274.08624992103034,1.5369855745909995,16734.0,"{""type"":""Point"",""coordinates"":[-117.53777904587405,58.5334797691858]}"
436,0.19423121213912964,91.9027708721485,0.18802008224805616,274.29627275376043,1.4792707422055904,358.1666666666667,"{""type"":""Point"",""coordinates"":[-115.73512163139216,58.16902542887749]}"
443,0.1125723347067833,92.71355749998251,0.618567576416309,271.7702398605912,1.7040161536775476,1103.0,"{""type"":""Point"",""coordinates"":[-117.85620454569239,59.96226462535475]}"
451,0.13147975504398346,92.04997478203298,0.32074432849561313,275.939646562968,1.9267797648800367,1384.0,"{""type"":""Point"",""coordinates"":[-116.23140046253594,55.94779773318925]}"
453,0.22578929364681244,91.89886222161208,0.4976800515185021,273.0318921483357,1.4566011001093226,1686.0,"{""type"":""Point"",""coordinates"":[-117.03751902013092,59.553803158570204]}"
459,0.15108025074005127,91.9351084765356,0.2571426353104827,272.7116861622137,1.713905300196419,59.0,"{""type"":""Point"",""coordinates"":[-112.65263547199208,59.65598243490603]}"
460,0.2197292447090149,92.38681724640934,0.5120914246322821,271.7388135042572,1.7245476584360093,193.0,"{""type"":""Point"",""coordinates"":[-114.53686212700114,59.47743908405635]}"
470,0.20889271795749664,91.62565273278565,0.30582601800638826,275.50950860991827,1.7321239003346331,6461.0,"{""type"":""Point"",""coordinates"":[-119.25916258367825,56.22259039934382]}"
474,0.18684391677379608,91.71538676094093,0.188347811244406,273.8253433806635,1.4880463858430566,231.5,"{""type"":""Point"",""coordinates"":[-113.72456504537006,58.581251615844025]}"
484,0.17191290855407715,91.31668271983678,0.28911434899153476,274.1671032086648,1.6171041014651164,402.5,"{""type"":""Point"",""coordinates"":[-118.4194088170925,58.16266237943278]}"
488,0.23114421963691711,91.9972645063379,0.22134803758827434,273.60665512566186,1.8628968818731173,389.0,"{""type"":""Point"",""coordinates"":[-110.1134240262121,57.72810695141464]}"
495,0.2142244279384613,92.71991218388013,0.33004311034660355,276.19140515366513,2.4757542818191696,788.0,"{""type"":""Point"",""coordinates"":[-115.64546654303713,55.64404440487144]}"
499,0.21092596650123596,92.36316409740881,0.25507922398773325,273.34250495978256,1.42950451403904,621.0,"{""type"":""Point"",""coordinates"":[-118.88825121250193,53.908820041264796]}"
501,0.13668696582317352,92.36956898340901,0.21252790505860714,273.38252226881326,2.2107679079868383,1081.0,"{""type"":""Point"",""coordinates"":[-110.91851237984056,58.97880972667023]}"
508,0.16752371191978455,92.22287488284636,0.21792444444261663,272.60566130160345,1.7928680945110236,758.0,"{""type"":""Point"",""coordinates"":[-110.86987914111884,59.46283235546814]}"
509,0.16796614229679108,91.6608723902903,0.21103422796239896,274.27757388943405,1.727224093993156,1055.0,"{""type"":""Point"",""coordinates"":[-110.71908218513279,57.949762237998804]}"
513,0.1822022795677185,91.7598387697077,0.49762793140670997,272.9673455194747,1.534176949909653,110.0,"{""type"":""Point"",""coordinates"":[-116.07126113261954,59.97203188330636]}"
517,0.21735529601573944,91.9051574672579,0.590386402246791,274.9713119520679,1.699405374679957,157.0,"{""type"":""Point"",""coordinates"":[-113.11645250403595,56.662905481966945]}"
519,0.23679503798484802,91.98877875824374,0.33810331285803147,274.0648667717723,1.7890863379121937,322.0,"{""type"":""Point"",""coordinates"":[-118.76427914386544,56.81058396300551]}"
520,0.21102675795555115,91.45241184064788,0.34992495123609946,275.3665202938149,1.5904961695555342,857.0,"{""type"":""Point"",""coordinates"":[-117.68414618690076,53.91494090661728]}"
531,0.13280095160007477,91.53202769942645,0.601849539948496,274.90300113177227,1.7525283817983146,280.0,"{""type"":""Point"",""coordinates"":[-119.97566174018182,57.98440565757574]}"
540,0.13318024575710297,92.33513763809378,0.5185877960958103,272.8908005754849,1.622073468170857,297.3333333333333,"{""type"":""Point"",""coordinates"":[-113.75815794629521,59.44931415208418]}"
543,0.24451911449432373,91.64224120961666,0.5738243061713788,276.2455328924381,1.5701992862719045,449.0,"{""type"":""Point"",""coordinates"":[-115.80003500816413,53.412167650091014]}"
546,0.19988462328910828,91.7467130626551,0.464651126684347,273.57856794184363,1.4842742792839276,575.5,"{""type"":""Point"",""coordinates"":[-117.93730853813396,59.18527469031422]}"
555,0.1875961869955063,92.22372910666971,0.2926517850648045,276.2646052764465,3.0848034937624744,199.0,"{""type"":""Point"",""coordinates"":[-111.65700092010283,53.07421959258238]}"
560,0.21711085736751556,91.67508707032378,0.5617956397760949,274.7019941504719,1.5749588199922504,507.0,"{""type"":""Point"",""coordinates"":[-111.33832012101655,57.361403171789206]}"
562,0.10743653029203415,91.87092666878792,0.196620225334202,272.64955950161817,1.7116200766566336,12182.2,"{""type"":""Point"",""coordinates"":[-112.23312461827283,59.79275333826903]}"
566,0.15047293901443481,92.10893365995686,0.5188926883157852,272.790034135271,1.7161365098549535,1847.0,"{""type"":""Point"",""coordinates"":[-112.54986150282984,59.44099774123812]}"
572,0.12434636801481247,91.57408873434925,0.30478509519512686,273.4665555740957,1.491773005239253,2129.0,"{""type"":""Point"",""coordinates"":[-113.5447221120844,58.92864098385284]}"
579,0.1837957352399826,91.91073861133071,0.34387803777504866,276.0357627635088,1.8271420222820305,1830.0,"{""type"":""Point"",""coordinates"":[-115.75089555138587,55.1193090805731]}"
583,0.1956884264945984,92.18820690307899,0.5924593863447045,275.81991996140636,1.858775691671222,1986.5,"{""type"":""Point"",""coordinates"":[-114.21032906167063,55.8922617453778]}"
613,0.23220323026180267,91.06025833189965,0.6099272957949046,276.49694185020434,1.4625501445297848,1208.0,"{""type"":""Point"",""coordinates"":[-115.793715247277,52.75132138558877]}"
617,0.18386434018611908,91.44265365239283,0.6388878339063585,276.36673233004535,1.5193828793485866,548.0,"{""type"":""Point"",""coordinates"":[-115.95643417992042,53.15546527740793]}"
630,0.1831749677658081,91.17634770914758,0.5183872563033078,274.962394261666,1.5439018633127903,185.0,"{""type"":""Point"",""coordinates"":[-119.96995625493842,58.394393806799755]}"
641,0.23689855635166168,91.50412401199222,0.509706935679521,274.91538579632214,1.610408070769771,213.0,"{""type"":""Point"",""coordinates"":[-114.06424567414261,57.86909929586679]}"
659,0.2219575047492981,92.29161153495153,0.3344702970342684,275.73806060587714,1.8868150410997169,360.0,"{""type"":""Point"",""coordinates"":[-114.27997976569601,55.70315231619148]}"
661,0.18742181360721588,92.34285913256377,0.6015059067560242,273.1057920477649,1.8473931166265525,4483.0,"{""type"":""Point"",""coordinates"":[-119.10991101350909,59.61401125569463]}"
662,0.2146756500005722,91.47181177078899,0.3478468601010139,275.0987570089354,1.5418429394566282,1178.0,"{""type"":""Point"",""coordinates"":[-117.72197334322182,53.81852446735385]}"
687,0.21277236938476562,92.4682220879195,0.3422620958874362,275.33683559712756,1.9556237389151196,18830.0,"{""type"":""Point"",""coordinates"":[-110.43363020663887,54.8466075412384]}"
694,0.22095808386802673,92.41984493662419,0.3435566901984589,275.30957847040315,1.879904201462185,440.0,"{""type"":""Point"",""coordinates"":[-110.49275204917646,54.79834450720004]}"
701,0.22761905193328857,91.55774374648719,0.3904312325803231,274.2683963292063,1.571097199024315,1690.0,"{""type"":""Point"",""coordinates"":[-117.95768097398768,58.684454076163554]}"
712,0.13006916642189026,91.85992163934779,0.4516843171730281,274.26801471206767,1.7068914856659547,1393.6666666666667,"{""type"":""Point"",""coordinates"":[-113.37402508224166,58.04578953193158]}"
720,0.17491386830806732,92.34016395517617,0.5683571913669113,275.85672384138525,1.895738979394529,1205.0,"{""type"":""Point"",""coordinates"":[-115.05803931312701,55.966061928123494]}"
741,0.2286243885755539,92.37748275670403,0.3355211680811756,275.2170961508054,1.8246742628261117,646.0,"{""type"":""Point"",""coordinates"":[-114.45599055238387,56.333652901499356]}"
751,0.18695548176765442,92.14560649532736,0.5831164769132815,274.6712452915077,1.6819591668221905,542.5,"{""type"":""Point"",""coordinates"":[-110.66937401579798,56.69230889834555]}"
761,0.09673260152339935,93.35847525113364,0.22968524108702712,271.5246895416922,1.1388965320743099,621.0,"{""type"":""Point"",""coordinates"":[-118.17376097762381,53.037677755920626]}"
763,0.2201825976371765,91.35146759089696,0.2811954068254375,274.65569480615216,1.5850047851925033,4331.0,"{""type"":""Point"",""coordinates"":[-117.79976886761634,58.31856254726527]}"
766,0.19830502569675446,92.5899417931822,0.4345801008803242,273.0975140415553,1.8887237301940054,2376.0,"{""type"":""Point"",""coordinates"":[-112.66081909073917,57.74842631687072]}"
772,0.17966027557849884,91.55116708271332,0.3898407662217784,275.9675506751175,1.9940683019816186,1402.0,"{""type"":""Point"",""coordinates"":[-119.46630664906709,55.68824452126528]}"
783,0.21870411932468414,92.27352604046322,0.5329177546124135,272.5338782190243,1.604956782636154,161.5,"{""type"":""Point"",""coordinates"":[-115.8059757765136,59.615805014192]}"
797,0.23782813549041748,92.25222695064038,0.6040237902802716,272.2551960147328,1.7103871790812473,11295.0,"{""type"":""Point"",""coordinates"":[-118.73450525972163,59.50950264437166]}"
804,0.16144977509975433,91.45166421784042,0.396519070646959,274.41555453593816,1.5881249403469393,1958.125,"{""type"":""Point"",""coordinates"":[-118.07435143509537,58.480227647416264]}"
806,0.22613388299942017,91.13146693392284,0.3494105864565873,275.8951565424018,1.4407160426234795,1488.0,"{""type"":""Point"",""coordinates"":[-115.52555852890357,52.403268563710995]}"
819,0.2374027818441391,91.60393420792496,0.38009458793859335,275.5574864266683,1.7450363359887202,17171.0,"{""type"":""Point"",""coordinates"":[-119.05818709105544,56.164405264937635]}"
834,0.21376991271972656,91.89562762044682,0.2023655851102521,274.22791414493815,1.58282199130242,521.0,"{""type"":""Point"",""coordinates"":[-116.35190665455683,58.21839140453246]}"
836,0.2643928825855255,91.3622459267939,0.3383503020062792,276.11543041196705,1.7333707681704333,124.0,"{""type"":""Point"",""coordinates"":[-119.65860529367176,54.793973587345164]}"
839,0.10536941885948181,92.72471211335757,0.6397154823713058,271.53710552943517,1.8452370533207765,86.0,"{""type"":""Point"",""coordinates"":[-115.2939025673904,59.34365824494558]}"
840,0.18848100304603577,92.32154766991478,0.533863029717063,274.89766343440635,1.988480923095996,561.0,"{""type"":""Point"",""coordinates"":[-110.00291040999902,55.22017916276539]}"
845,0.19757667183876038,91.31138773590735,0.28839872753529944,274.59269976450076,1.6586131900637524,4517.0,"{""type"":""Point"",""coordinates"":[-118.66536214720037,58.26315223217014]}"
858,0.21512283384799957,92.22159873611838,0.5530242344818297,275.1194415233017,1.836018966155646,65.0,"{""type"":""Point"",""coordinates"":[-116.24334211340528,56.67130496159231]}"
864,0.19902415573596954,91.90243249674708,0.2208477185987402,274.0317993054918,1.7960252825519465,4362.0,"{""type"":""Point"",""coordinates"":[-110.2761353198594,58.309596768510715]}"
872,0.23678100109100342,91.7485130783162,0.2822517214037963,276.73939252511525,2.9486377995320017,829.0,"{""type"":""Point"",""coordinates"":[-112.13810324281066,52.770097635382484]}"
883,0.19408199191093445,91.4520145474166,0.39217085096258175,274.4109485844059,1.5682646722911708,578.0,"{""type"":""Point"",""coordinates"":[-118.31575495147486,58.73345873920809]}"
891,0.18230322003364563,92.0534529325057,0.3118803120416452,272.7104287425981,1.6955623451176658,2863.0,"{""type"":""Point"",""coordinates"":[-113.69125747545725,59.671636168387884]}"
909,0.2877776324748993,91.57678914836694,0.42474153830993044,276.32002564901427,1.9310040151329817,231.0,"{""type"":""Point"",""coordinates"":[-117.60598287100292,55.26737619414549]}"
910,0.222868874669075,91.6796416362318,0.31294786825186505,274.4455993066211,1.729321440065114,16174.0,"{""type"":""Point"",""coordinates"":[-111.38408934282904,58.32995971696327]}"
924,0.10134372115135193,92.64761698986972,0.43414284047270224,273.0975547842396,1.914558497808276,2146.0,"{""type"":""Point"",""coordinates"":[-112.62824680942799,57.656713135257334]}"
929,0.2442680299282074,91.61516037399,0.3134222655624665,274.8322889268025,1.6869415388107416,719.0,"{""type"":""Point"",""coordinates"":[-117.51304403391707,57.378214770783416]}"
933,0.23353229463100433,91.9044950008671,0.3340574090469517,276.38358933055235,1.6814764591119327,321.0,"{""type"":""Point"",""coordinates"":[-116.71091855747788,54.41890660523839]}"
934,0.23002618551254272,91.8820428351726,0.3909058816454524,275.5831987115613,1.8778979755116467,674.0,"{""type"":""Point"",""coordinates"":[-117.91308612141071,56.58172148753273]}"
937,0.2387564480304718,92.32789619997702,0.34283613893085035,274.5929674763913,1.7383546455573498,2289.0,"{""type"":""Point"",""coordinates"":[-114.04424534545802,57.030640202960114]}"
950,0.17353200912475586,91.99281098504716,0.5764998134983687,273.0262893380748,1.7019474591122523,1113.0,"{""type"":""Point"",""coordinates"":[-111.98447870487948,59.28342244602134]}"
957,0.2248019576072693,92.03440676959357,0.6097781435026531,274.50876939759553,1.7123665280144718,1955.5,"{""type"":""Point"",""coordinates"":[-110.90335013125619,56.833449888944116]}"
960,0.2412017434835434,92.57759100383085,0.6017974288740433,275.9820298922623,2.481961475956276,3416.0,"{""type"":""Point"",""coordinates"":[-115.20161977528679,55.66851790141575]}"
966,0.12848235666751862,91.57408873434925,0.30478509519512686,273.4665555740957,1.491773005239253,296.6666666666667,"{""type"":""Point"",""coordinates"":[-113.44836812284072,58.94575112168379]}"
985,0.16515426337718964,91.92681455229764,0.5286904173582186,274.071286223484,1.772361763085785,405.0,"{""type"":""Point"",""coordinates"":[-110.64796210978757,57.46187648175802]}"
987,0.09989497810602188,92.10830749680638,0.6106171138792317,272.57166938800503,1.7134675955308207,428.0,"{""type"":""Point"",""coordinates"":[-119.31716639687659,59.95781945439087]}"
989,0.31651410460472107,91.64619901464124,0.32404194531913916,276.5412448780704,1.6954954799558288,1476.0,"{""type"":""Point"",""coordinates"":[-115.52842440489906,53.38475203142702]}"
996,0.29262202978134155,92.1524398824458,0.34023236075252244,276.2855494953831,2.228769582653929,1207.0,"{""type"":""Point"",""coordinates"":[-112.05433817449924,54.37158295230564]}"
997,0.18634168803691864,92.6740405992003,0.22146594415084545,271.9214627360595,1.8534260688870479,1408.5,"{""type"":""Point"",""coordinates"":[-110.3372624604928,59.913243518201526]}"
999,0.1577797681093216,92.07756405168419,0.3333975908301604,272.6863244717306,1.688277406174983,989.0,"{""type"":""Point"",""coordinates"":[-113.80310205920013,59.706971446676825]}"
1000,0.177351713180542,91.9159896485372,0.5080680176996242,272.8456361823571,1.4492204048975668,207.0,"{""type"":""Point"",""coordinates"":[-116.82763576173531,59.94261582868203]}"
1006,0.16236788034439087,92.04326492859434,0.3242045501057365,275.68381194605956,1.9356852692006523,4632.0,"{""type"":""Point"",""coordinates"":[-116.2990648322497,56.080361202487296]}"
1007,0.21418020129203796,91.67616954814314,0.27812320748429503,274.48239399245307,1.561565603352658,754.0,"{""type"":""Point"",""coordinates"":[-117.32368877896357,58.349214877188096]}"
1019,0.16738563776016235,91.74607586419316,0.204452090010732,274.244408307196,1.7911570562209043,586.5,"{""type"":""Point"",""coordinates"":[-110.78543535363464,58.217670935307844]}"
1039,0.24454611539840698,92.01952920220467,0.33986381231238433,274.0857752507219,1.7868791047021215,927.0,"{""type"":""Point"",""coordinates"":[-119.37090943860221,56.968601697304216]}"
1050,0.261566698551178,92.52463280194017,0.6138291011831649,273.1051576216619,1.8260331533320246,196.0,"{""type"":""Point"",""coordinates"":[-112.91491714037237,57.83246722384385]}"
1055,0.20546342432498932,91.53705295123248,0.35776586839510244,274.68949541541804,1.5748706155383019,965.0,"{""type"":""Point"",""coordinates"":[-113.60468200520897,58.23207292322471]}"
1061,0.17784376442432404,91.61259102403777,0.2829072602631003,276.7794531908525,2.9304956205892325,864.0,"{""type"":""Point"",""coordinates"":[-111.76991648584227,52.6678488022524]}"
1062,0.19751976430416107,92.18528219491972,0.6083630286072298,275.80929355704546,1.8510726934586796,1117.0,"{""type"":""Point"",""coordinates"":[-114.60804070577387,55.85721054533732]}"
1079,0.10699299722909927,92.22186849618618,0.217739588546354,272.4547764912701,1.845599262487019,906.0,"{""type"":""Point"",""coordinates"":[-110.95653503410911,59.82955652212858]}"
1084,0.20391060411930084,92.01932110863928,0.603931646597627,274.42270235328334,1.6539499677715894,929.0,"{""type"":""Point"",""coordinates"":[-112.719900467708,57.11001827067648]}"
1085,0.1068825051188469,91.88213285036298,0.24399453108512145,272.6331337996902,1.70740810231161,577.1666666666666,"{""type"":""Point"",""coordinates"":[-112.65025310123512,59.826407289223354]}"
1094,0.17977964878082275,93.34070074788056,0.21295587719128628,272.6879879661166,2.6485995140441,876.0,"{""type"":""Point"",""coordinates"":[-110.4403278897918,59.248351489597844]}"
1102,0.15418633818626404,91.77046769057098,0.31629956969407347,273.46318252445707,1.559664288649139,658.0,"{""type"":""Point"",""coordinates"":[-113.19904809897906,58.937795594868334]}"
1115,0.21500621736049652,91.12432029994872,0.27563864323155535,275.0446867035262,1.5579743747030441,123.0,"{""type"":""Point"",""coordinates"":[-117.63991247344238,58.051113779451136]}"
1119,0.2345188558101654,92.05467984862138,0.31694585044203066,275.61120314806703,1.9061847374013354,1487.0,"{""type"":""Point"",""coordinates"":[-115.97402975900619,56.17661382675892]}"
1120,0.0942324846982956,91.81902904954264,0.5586760761950421,274.88212136199456,1.6386379967094138,253.0,"{""type"":""Point"",""coordinates"":[-114.99210809999843,57.413452159562716]}"
1129,0.15211834013462067,92.57200428420052,0.6036921400164413,271.6996430631825,1.5882885480567284,893.0,"{""type"":""Point"",""coordinates"":[-117.64841884943391,59.91695033400352]}"
1133,0.22591394186019897,92.39941150673019,0.5131533215885251,275.75933860836074,1.718195338707748,164.0,"{""type"":""Point"",""coordinates"":[-112.39967788549812,55.1539252923969]}"
